id,runelite_const,comment
249,SMITHING_LAMP_STEEL,
250,SALESMAN_RANGING,
251,MM_SCIMITAR_SHOP2,
252,FEUD_MORRISANES,
253,FEUD_ALISPUB,
254,POLLNIVNEACH_GENERALSTORE,
255,DT_BANDIT_SHOP,
256,RASOOLSHOP1,
257,FD_BANDIT_BAR,
258,SOPHANEM_CLOTH_STORE,
259,AHOY_AKHARANU_SHOP,
260,UGLUG_NAR_SHOP,
261,KELDAGRIM_WARHAMMER_SHOP,
262,KELDAGRIM_QUALITY_WEAPONS_SHOP,
263,KELDAGRIM_QUALITY_ARMOUR_SHOP,
264,KELDAGRIM_GENERAL_SHOP,
265,KELDAGRIM_PICKAXE_SHOP,
266,KELDAGRIM_CLOTHES_SHOP,
267,KELDAGRIM_BREAD_STALL,
268,KELDAGRIM_CRAFTING_STALL,
269,KELDAGRIM_GEM_STALL,
270,KELDAGRIM_SILVER_STALL,
271,KELDAGRIM_CLOTHES_STALL,
272,MINECART_TEMP_INV,
273,SEED_STALL,
274,SKILL_GUIDE_THIEVING_CHESTS,
275,SKILL_GUIDE_PRAYER,
276,DARKRUNESHOP_CRAP,
277,DARKRUNESHOP_UBER,
278,ROGUESDEN_PUZZLE_ROTATION,
279,ROGUESDEN_SHOP,
280,FARMING_SHOP_1,
281,FARMING_SHOP_2,
282,FARMING_SHOP_3,
283,FARMING_SHOP_4,
284,SKILL_GUIDE_COOKING_BREWING,
285,SKILL_GUIDE_COOKING_VEGETABLES,
286,SKILL_GUIDE_CRAFTING_WEAVING,
287,SKILL_GUIDE_FARMING_VEG,
288,SKILL_GUIDE_FARMING_HOPS,
289,SKILL_GUIDE_FARMING_TREES,
290,SKILL_GUIDE_FARMING_FRUIT_TREES,
291,SKILL_GUIDE_FARMING_HERBS,
292,SKILL_GUIDE_FARMING_FLOWERS,
293,SKILL_GUIDE_FARMING_BUSHES,
294,SKILL_GUIDE_FARMING_SPECIAL,
295,SKILL_GUIDE_FARMING_MUSHROOM,
296,SKILL_GUIDE_FARMING_CACTUS,
297,SKILL_GUIDE_FARMING_CALQUAT,
298,SKILL_GUIDE_FARMING_SPIRIT_TREE,
299,SKILL_GUIDE_FARMING_SCARECROW,
300,SKILL_GUIDE_FARMING_BELLADONNA,
301,LLETYAGENERALSHOP1,
302,LLETYASEAMSTRESSSHOP1,
303,LLETYAARCHERYSHOP1,
304,LLETYAFOODSHOP1,
305,TAI_BWO_WANNAI_COOPERATIVE,
306,TAI_BWO_WANNAI_DRINKSIES,
307,MACRO_CERTER,
308,ROGUETRADER_TOUGHSUDUKUINV,
309,ROGUETRADER_ALIM_DEFENDBJ_INV,
310,ROGUETRADER_ALIM_ASSAULTBJ_INV,
311,ROGUETRADER_ALIM_MEANPCLOTHES_INV,
312,ROGUETRADER_ALIM_CARPETCLOTHES_INV,
313,ROGUETRADER_ALIM_RUNERETAIL_INV,
314,ROGUETRADER_ALIM_RUNEWHOLESALE_INV,
315,ROGUETRADER_ALIM_RUNEDUMP,
316,BLAST_FURNACE_INV,
317,BLAST_FURNACE_BARS_INV,
318,SMITHING_GUILD_ORE_SELLER,
319,SMITHING_GUILD_BUYER,
320,PICKCATINV,
321,SKILL_GUIDE_AGILITY_COURSES,
322,SKILL_GUIDE_AGILITY_AREAS,
323,SKILL_GUIDE_AGILITY_SHORTCUTS,
324,TZHAAR_SHOP_GENERAL,
325,TZHAAR_SHOP_EQUIPMENT,
326,TZHAAR_SHOP_OREANDGEM,
327,TZHAAR_SHOP_RUNE,
328,WHITEKNIGHT_ARMOURY1,
329,WHITEKNIGHT_ARMOURY2,
330,WHITEKNIGHT_ARMOURY3,
331,WHITEKNIGHT_ARMOURY4,
332,WHITEKNIGHT_ARMOURY5,
333,WHITEKNIGHT_ARMOURY6,
334,PILLORY_ROTTENFRUITSHOP,
335,SKILL_GUIDE_COOKING_DAIRY,
336,SKILL_GUIDE_WOODCUTTING_AXES,
337,SILVERCAST_HOLYSYMBOL,
338,SILVERCAST_UNHOLYSYMBOL,
339,SILVERCAST_SICKLE,
340,SILVERCAST_LIGHTNING,
341,SILVERCAST_TIARA,
342,SILVERCAST_AGRITH,
343,GENERALSHOPNARDAH,
344,ARMOURSHOPNARDAH,
345,CHOCICESHOPNARDAH,
346,BAKERY2,
347,MAGICTRAINING_INVENTORY,
348,SMITHSSHOP,
349,JOESHOP,
350,CHARLEYSHOP,
351,MIKESHOP,
352,SHOP_PIES,
353,SKILL_GUIDE_WOODCUTTING_CANOES,
354,FARMING_TOOLS_FAIRYVERSION,
355,WIELDED_WEAPON_INV,
356,HUNDRED_FOODCHEST1,
357,HUNDRED_FOODCHEST2,
358,HUNDRED_FOODCHEST3,
359,HUNDRED_FOODCHEST4,
360,HUNDRED_FOODCHEST5,
361,HUNDRED_FOODCHEST6,
362,HUNDRED_FOODCHEST7,
363,HUNDRED_FOODCHEST8,
364,HUNDRED_FOODCHEST9,
365,HUNDRED_FOODCHEST10,
366,HUNDRED_REWARDCHEST1,
367,HUNDRED_REWARDCHEST2,
368,HUNDRED_REWARDCHEST3,
369,HUNDRED_REWARDCHEST4,
370,HUNDRED_REWARDCHEST5,
371,HUNDRED_REWARDCHEST6,
372,HUNDRED_REWARDCHEST7,
373,HUNDRED_REWARDCHEST8,
374,HUNDRED_REWARDCHEST9,
375,HUNDRED_REWARDCHEST10,
376,HUNDRED_QUEST_JOURNAL,
377,_100GUIDE_FLOURINV1,
378,_100GUIDE_FLOURINV2,
379,_100GUIDE_FLOURINV3,
380,_100GUIDE_FLOURINV4,
381,_100GUIDE_FLOURINV5,
382,SILVERCAST_COMMANDROD,
383,BURGH_GENERAL_STORE,
384,WINE_MERCHANT,
385,WINE_VINEGAR_MERCHANT,
386,WINE_MERCHANT_FREE,
387,PEST_ARCHERY_STORE,
388,PEST_RUNE_STORE,
389,PEST_GENERAL_STORE,
390,MISC_RESOURCES_COLLECTED,
391,ROYAL_GENERALSTORE,
392,ROYAL_CLOTHESHOP,
393,ROYAL_BAR,
394,ROYAL_FOODSHOP,
395,POH_SAWMILL_SHOP,
396,POH_STONEMASON_SHOP,
397,POH_GARDEN_CENTRE,
398,POH_FURNITURE_MENU_INV,
399,SKILL_GUIDE_CARPENTRY_ROOMS,
400,SKILL_GUIDE_CARPENTRY_SEATING,
401,SKILL_GUIDE_CARPENTRY_STORAGE,
402,SKILL_GUIDE_CARPENTRY_SKILLS,
403,SKILL_GUIDE_CARPENTRY_DECORATIVE,
404,SKILL_GUIDE_CARPENTRY_GAMES,
405,SKILL_GUIDE_CARPENTRY_GARDEN,
406,SKILL_GUIDE_CARPENTRY_MISC,
407,SKILL_GUIDE_CARPENTRY_CHAPEL,
408,SKILL_GUIDE_CARPENTRY_DUNGEON,
409,SKILL_GUIDE_CARPENTRY_TROPHIES,
410,WARGUILD_FOOD_SHOP,
411,WARGUILD_ARMOUR_SHOP,
412,WARGUILD_POTION_SHOP,
413,DORGESHUUN_WEAPON_SHOP,
414,BREW_REWARD_SHOP,
415,SKILL_GUIDE_THIEVING_OTHER,
416,LUNAR_GENERAL,
417,LUNAR_CLOTHESHOP,
418,LUNAR_RUNESHOP,
419,LUNAR_RUNESHOP_COMPL,
420,SKILL_GUIDE_RANGED_SHORTCUTS,
421,SKILL_GUIDE_STRENGTH_WEAPONS_AND_ARMOUR,
422,SKILL_GUIDE_STRENGTH_SHORTCUTS,
423,SKILL_GUIDE_FLETCHING_CBOWS,
424,SKILL_GUIDE_MAGIC_BOLTS,
425,SKILL_GUIDE_RANGED_CROSSBOWS,
426,SKILL_GUIDE_SMITHING_BLURITE,
427,XBOWS_SHOP,
428,XBOWS_SHOP_ADDY,
429,SILVERCAST_XBOWS,
430,SMITHING_BRONZE6,
431,SMITHING_IRON6,
432,SMITHING_STEEL6,
433,SMITHING_MITHRIL6,
434,XBOWS_GRAPPLE_INV,
435,SMITHING_ADAMANT6,
436,SMITHING_RUNE6,
437,SKILL_GUIDE_COOKING_GNOME,
438,EYEGLO_INV_IN,
439,EYEGLO_INV_OUT,
440,EYEGLO_INV_SIDE,
441,TRADER_STAN_SHOP,
442,MEIYERDITCH_BLACK_MARKET,
443,TEMPLEKNIGHT_ARMOURY1,
444,TEMPLEKNIGHT_ARMOURY2,
445,POH_COSTUME_MENU_INV,
446,POH_COSTUME_ROOM_MAGIC_WARDROBE_INV,
447,POH_COSTUME_ROOM_ARMOUR_INV,
448,POH_COSTUME_ROOM_AME_INV,
449,POH_COSTUME_ROOM_TREASURE_TRAIL_1_INV,
450,POH_COSTUME_ROOM_TREASURE_TRAIL_2_INV,
451,POH_COSTUME_ROOM_TREASURE_TRAIL_3_INV,
452,POH_COSTUME_ROOM_CAPES_INV,
453,POH_COSTUME_ROOM_HOLIDAY_ITEMS_INV,
454,SKILL_GUIDE_CARPENTRY_COSTUME_ROOM,
455,ROGUESDEN_SHOP_SKILLCAPE,
456,ROGUESDEN_SHOP_SKILLCAPE_TRIMMED,
457,RANGING_GUILD_ARMOURSHOP_SKILLCAPE,
458,RANGING_GUILD_ARMOURSHOP_SKILLCAPE_TRIMMED,
459,RUNESHOP_SKILLCAPE,
460,RUNESHOP_SKILLCAPE_TRIMMED,
461,MAGICGUILDSHOP2_SKILLCAPE,
462,MAGICGUILDSHOP2_SKILLCAPE_TRIMMED,
463,RANGING_GUILD_BOWSHOP_SKILLCAPE,
464,RANGING_GUILD_BOWSHOP_SKILLCAPE_TRIMMED,
465,MYARM_SHOP,
466,ARCHERYSHOP2_SKILLCAPE,
467,ARCHERYSHOP2_SKILLCAPE_TRIMMED,
468,DIANGO_HOLS_SACK,
469,SKILL_GUIDE_HUNTING_TRACKING,
470,SKILL_GUIDE_HUNTING_BIRDS,
471,SKILL_GUIDE_HUNTING_BUTTERFLIES,
472,SKILL_GUIDE_HUNTING_DEADFALLS,
473,SKILL_GUIDE_HUNTING_BOXTRAPS,
474,SKILL_GUIDE_HUNTING_NETTRAPS,
475,SKILL_GUIDE_HUNTING_PITFALLS,
476,SKILL_GUIDE_HUNTING_FALCONRY,
477,SKILL_GUIDE_HUNTING_IMPBOXES,
478,SKILL_GUIDE_HUNTING_RABBITS,
479,SKILL_GUIDE_HUNTING_EAGLES,
480,SKILL_GUIDE_HUNTING_TRAPS,
481,SKILL_GUIDE_HUNTING_CLOTHING,
482,HUNTING_CUSTOMFURSHOP,
483,HUNTING_SHOP_YANILLE,
484,HUNTING_SHOP_NARDAH,
485,POH_COSTUME_ROOM_TREASURE_TRAIL_1A_INV,
486,POH_COSTUME_ROOM_TREASURE_TRAIL_2A_INV,
487,POH_COSTUME_ROOM_TREASURE_TRAIL_3A_INV,
488,POH_COSTUME_ROOM_CAPES_INV_PAGE2,
489,ANMA_SHOP,
490,BARBASSAULT_EGGINV,
491,CONTACT_CRAFTINGSHOP,
492,CONTACT_BAKERY,
493,CONTACT_DAGGERSHOP,
494,CONTACT_EMBALMER,
495,SOPHANEM_CLOTH_STORE_UPDATED,
496,POH_COSTUME_ROOM_TREASURE_TRAIL_1_INV_CHECK,
497,POH_COSTUME_ROOM_TREASURE_TRAIL_1A_INV_CHECK,
498,POH_COSTUME_ROOM_TREASURE_TRAIL_2_INV_CHECK,
499,POH_COSTUME_ROOM_TREASURE_TRAIL_2A_INV_CHECK,
500,POH_COSTUME_ROOM_TREASURE_TRAIL_3_INV_CHECK,
501,POH_COSTUME_ROOM_TREASURE_TRAIL_3A_INV_CHECK,
502,FRISB_N_SHOP,
503,FRISD_FISHMONGER,
504,FRISD_COOK,
505,FRISD_ARMOURSHOP,
506,FRISD_WEAPONSHOP,
507,FRISD_ORESHOP,
508,FRISD_YAK_CONTRABAND,
509,TTREK_FOLLOWER_INV,
510,DORGESH_FOOD_SOLD,
511,DORGESH_LAMP_SHOP,
512,DORGESH_LEATHER_SHOP,
513,DORGESH_GENERAL_STORE,
514,DREAM_BANK_INVENTORY,
515,DREAM_CRATE_INVENTORY,
516,LOOTING_BAG,
517,POH_MENAGERIE_PETS,
518,TRADINGPOST_SELL_0,
519,TRADINGPOST_SELL_1,
520,TRADINGPOST_SELL_2,
521,TRADINGPOST_SELL_3,
522,TRADINGPOST_SELL_4,
523,TRADINGPOST_SELL_5,
524,TRADINGPOST_DISPLAY,
525,GRAVESTONE,
526,GE_OFFER_0,
527,GE_OFFER_1,
528,GE_OFFER_2,
529,GE_OFFER_3,
530,GE_OFFER_4,
531,GE_OFFER_5,
532,MICROT_DROPBOX,
533,MICROT_DELBOX,
534,BONDS_ESCROW,
535,BONDS_REDEEM_DUMMY,
536,BONDS_POUCH,
537,GE_OFFER_6,
538,GE_OFFER_7,
539,GE_COLLECT_6,
540,GE_COLLECT_7,
541,DUELDISPLAY_DUMMY,
542,DEADMAN_AXESHOP,
543,DEADMAN_SCIMITARSHOP,
544,DEADMAN_CRAFTINGSHOP2,
545,DEADMAN_LEGSSHOP,
546,DEADMAN_SWORDSHOP,
547,DEADMAN_ARMOURSHOP,
548,DEADMAN_ARCHERYSHOP,
549,DEADMAN_SKIRTSHOP,
550,DEADMAN_FISHINGSHOP,
551,DEADMAN_MEMBERSTAFFSHOP,
552,DEADMAN_HELMETSHOP,
553,DEADMANLOSE,
554,DEADMANLOSE_DUMMY,
555,DEADMANPROTECT,
556,DEADMANCERT,
557,DEADMANKEY,
558,DEADMAN_LOOT_INV0,
559,DEADMAN_LOOT_INV1,
560,DEADMAN_LOOT_INV2,
561,DEADMAN_LOOT_INV3,
562,DEADMAN_LOOT_INV4,
563,DEADMAN_SAFEBOX,
564,DEADMAN_SAFEBOX_SPLIT,
565,PISCARILIUS_FISH_TRADER_0,
566,PISCARILIUS_FISH_TRADER_250,
567,PISCARILIUS_FISH_TRADER_500,
568,PISCARILIUS_FISH_TRADER_750,
569,PISCARILIUS_FISH_TRADER_1000,
570,PISCARILIUS_FISHING_SUPPLIES,
571,PISCARILIUS_GENERALSTORE,
572,BANK_HOLDINGINV,
573,SEED_BOX,
574,MM2_JAVELIN_STORE,
575,LOVAKENGJ_DYNAMITE_SHOP,
576,HH_INV,
577,BR_REWARDINV,
578,KOURENDGEMSTALL,
579,KOURENDGEMSTORE,
580,BAKERY3,
581,RAIDS_REWARDS,
582,RAIDS_SHAREDSTORAGE,
583,RAIDS_PRIVATESTORAGE,
584,DEATHKEEP_ITEMS,
585,TZHAAR_SHOP_CITYEQUIPMENT,
586,TZHAAR_SHOP_CITYOREANDGEM,
587,MGUILD_ORESHOP,
588,MGUILD_PICKAXESHOP,
589,MGUILD_REWARDSHOP,
590,FOSSIL_GENERAL_STORE,
591,DEADMAN_ARCHERYSHOP2,
592,DEADMAN_ADVENTURESHOP,
593,DEADMAN_PUB,
594,DEADMAN_SHANTAYSHOP,
595,DEADMAN_RANGING_GUILD_BOWSHOP,
596,DEADMAN_GEMSHOP,
597,DEADMAN_GEMSHOP2,
598,DEADMAN_GEMSTALL,
599,DEADMAN_KOURENDGEMSTALL,
600,WARRENS_FISHMONGER,
601,MYTHS_GUILD_WEAPONRY,
602,MYTHS_GUILD_ARMOURY,
603,MYTHS_GUILD_CAPES,
604,MYTHS_GUILD_HERBALIST,
605,DEADMAN_SALESMAN_RANGING,
606,DEADMAN_PEST_ARCHERY_STORE,
607,DEADMAN_PEST_RUNE_STORE,
608,DEADMAN_LUNAR_RUNESHOP,
609,DEADMAN_LUNAR_RUNESHOP_COMPL,
610,DEADMAN_LLETYAARCHERYSHOP1,
611,SPECTATOR_INVENTORY,
612,TOB_CHESTS,
613,APRILFOOLSHORSESHOP_DEADMAN,
614,DUELTAX,
615,DUELHOLDING_DUMMY,
616,DEADMAN_ARCHERYSHOP2_SKILLCAPE,
617,DEADMAN_ARCHERYSHOP2_SKILLCAPE_TRIMMED,
618,BOT_BUSTING_LOOT,
619,TELENEXUS_COST,
620,COLLECTION_TRANSMIT,
621,KEBOS_POH_GARDEN_CENTRE,
622,KEBOS_FARMING_EQUIPMENT_SHOP,
623,KEBOS_WEAPON_SHOP,
624,KEBOS_FARMING_SEED_SHOP,
625,KEBOS_FARMING_SEED_IRON_SHOP,
626,SEED_VAULT,
627,POH_COSTUME_ROOM_TREASURE_TRAIL_0_INV,
628,GAUNTLET_HOLDING,
629,PRIF_FOOD_STORE,
630,PRIF_MACE_STORE,
631,PRIF_WEAPON_STORE,
632,PRIF_LEIGH_STORE,
633,LEAGUES_HOLDING,
634,GENERALSHOP9_EASTER,
635,HALLOWED_REWARDSHOP,
636,DEATH_PERMANENT,
637,POH_COSTUMES,
638,BANKPIN_INV,
639,SLAYERSHOP_PRE_PORCINE,
640,LEAGUE_TRAILBLAZER_GENERALSHOP1,
641,LEAGUE_TRAILBLAZER_SLAYERSHOP,
642,LEAGUE_TRAILBLAZER_SLAYERSHOP_PREPORCINE,
643,LEAGUE_TRAILBLAZER_CATHERBY_CHARTER,
644,LEAGUE_TRAILBLAZER_PORT_KHAZARD_CHARTER,
645,LEAGUE_TRAILBLAZER_VARROCK_ARMOUR_SHOP,
646,LEAGUE_SECONDINV,
647,II_SHOP,
648,ROGUESDEN_SHOP_IRON,
649,ROGUESDEN_SHOP_SKILLCAPE_IRON,
650,ROGUESDEN_SHOP_SKILLCAPE_TRIMMED_IRON,
651,TACKLE_BOX,
652,CUTSCENE_EMPTY,
653,DEADMAN_SHAYZIEN_RANGESHOP,
654,SHAYZIEN_RANGESHOP,
655,SHAYZIEN_PUB,
656,SHAYZIEN_CLOTHESSHOP,
657,WARGUILD_FOOD_SHOP_UIM,
658,WARGUILD_FOOD_SHOP_GIM,
659,INV_GROUP_TEMP,
660,INV_PLAYER_TEMP,
661,INV_PLAYER_SNAPSHOT,
662,TRADER_STAN_BRIMHAVEN_GIM,
663,TRADER_STAN_CATHERBY_GIM,
664,TRADER_STAN_HARMLESS_GIM,
665,TRADER_STAN_MUSA_GIM,
666,TRADER_STAN_KHAZARD_GIM,
667,TRADER_STAN_PHASMATYS_GIM,
668,TRADER_STAN_SHOP_UIM,
669,TRADER_STAN_SHOP_GIM,
670,SKILL_GUIDE_FIREMAKING_UIM,
671,SMITHING_GUILD_ORE_SELLER_UIM,
672,SMITHING_GUILD_ORE_SELLER_GIM,
673,UPASSGENERALSHOP_UIM,
674,UPASSGENERALSHOP_GIM,
675,TBWT_TIADECHE_FINAL_UIM,
676,TBWT_TIADECHE_FINAL_GIM,
677,LLETYAARCHERYSHOP_UIM,
678,LLETYAARCHERYSHOP_GIM,
679,KARAMJA_FISHRESTAURANT_UIM,
680,KARAMJA_FISHRESTAURANT_GIM,
681,ROGUETRADER_ALIM_RUNERETAIL_UIM,
682,ROGUETRADER_ALIM_RUNERETAIL_GIM,
683,ROGUETRADER_ALIM_RUNEWHOLESALE_UIM,
684,ROGUETRADER_ALIM_RUNEWHOLESALE_GIM,
685,HUNDRED_FOODCHEST1_UIM,
686,HUNDRED_FOODCHEST1_GIM,
687,HUNDRED_FOODCHEST2_UIM,
688,HUNDRED_FOODCHEST2_GIM,
689,HUNDRED_FOODCHEST3_UIM,
690,HUNDRED_FOODCHEST3_GIM,
691,HUNDRED_FOODCHEST4_UIM,
