id,runelite_const,comment
118,SLOTINFO_OTHER_08,
119,SLOTINFO_OTHER_09,
120,SLOTINFO_OTHER_10,
121,SLOTINFO_OTHER_11,
122,SLOTINFO_OTHER_12,
123,SLOTINFO_OTHER_13,
124,SLOTINFO_OTHER_14,
125,SLOTINFO_OTHER_15,
126,SLOTINFO_OTHER_16,
127,SLOTINFO_OTHER_17,
128,SLOTINFO_OTHER_18,
129,SLOTINFO_OTHER_19,
130,SLOTINFO_OTHER_20,
131,SLOTINFO_OTHER_21,
132,SLOTINFO_OTHER_22,
133,SLOTINFO_OTHER_23,
134,SLOTINFO_OTHER_24,
135,SLOTINFO_OTHER_25,
136,SLOTINFO_OTHER_26,
137,SLOTINFO_OTHER_27,
138,NZONE_LISTSCROLL,
139,DEADMANPROTECT_TAB,
140,SNAPSHOT_IGNORE,
141,POH_ROOMPOS_01,
142,POH_ROOMPOS_02,
143,POH_ROOMPOS_03,
144,POH_ROOMPOS_04,
145,POH_ROOMPOS_05,
146,POH_ROOMPOS_06,
147,POH_ROOMPOS_07,
148,POH_ROOMPOS_08,
149,POH_ROOMPOS_09,
150,POH_ROOMPOS_10,
151,POH_ROOMPOS_11,
152,POH_ROOMPOS_12,
153,POH_ROOMPOS_13,
154,POH_ROOMPOS_14,
155,POH_ROOMPOS_15,
156,POH_ROOMPOS_16,
157,POH_ROOMPOS_17,
158,POH_ROOMPOS_18,
159,POH_ROOMPOS_19,
160,POH_ROOMPOS_20,
161,POH_ROOMPOS_21,
162,POH_ROOMPOS_22,
163,POH_ROOMPOS_23,
164,POH_ROOMPOS_24,
165,POH_ROOMPOS_25,
166,POH_ROOMPOS_26,
167,POH_ROOMPOS_27,
168,POH_ROOMPOS_28,
169,POH_ROOMPOS_29,
170,POH_ROOMPOS_30,
171,TOPLEVEL_PANEL,
172,TOPLEVEL_MAINMODAL_BG_COLOUR,
173,TOPLEVEL_MAINMODAL_BG_TRANS,
174,POH_ROOMPOS_31,
175,PRIVATE_CHAT_CLEARED_TIME,
176,POH_ROOMPOS_32,
177,POH_ROOMPOS_33,
178,RAIDS_COUNT,
179,RAIDS_SCROLL,
180,RAIDS_LISTSORT_LIST,
181,RAIDS_LISTSORT_DETAILS,
182,OSB4_ROOFSETTING,
183,FRIENDS_SORT,
184,IGNORE_SORT,
185,CHATCHANNEL_CURRENT_SORT,
186,CHATCHANNEL_SETUP_SORT,
187,KEYBOARD_TIMEOUT,
188,WORLDMAP_YOUAREHERE,
189,WORLDMAP_INTERMAPLINK,
190,WORLDMAP_SEARCHING,
191,WORLDMAP_MINUSWIDTH,
192,WORLDMAP_MINUSHEIGHT,
193,WORLDMAP_X,
194,WORLDMAP_Y,
195,DEADMAN_XP_REMAINING,
196,CHAT_VIEW_SAVED,
197,FOSSILQUEST_VOYAGE_CURRENT_BEARING,
198,FOSSIL_OXYGEN_WARNING,
199,PUBLIC_CHAT_CLEARED_TIME,
200,SKILLMULTI_QUANTITY,
201,SKILLMULTI_SUGGESTEDQUANTITY,
202,BROADCAST_CLEARED_TIME,
203,HAS_DISPLAYNAME,
204,FREECAM_SPEED,
205,FRIENDS_PREVIOUSSORT,
206,CHATCHANNEL_CURRENT_PREVIOUSSORT,
207,XPDROPS_FAKE_0,
208,XPDROPS_FAKE_1,
209,XPDROPS_FAKE_2,
210,XPDROPS_FAKE_3,
211,XPDROPS_FAKE_4,
212,XPDROPS_FAKE_5,
213,XPDROPS_FAKE_6,
214,OCULUS_HIDEHINT,
215,OSM_LAST_KEYBOARD,
216,OSM_LAST_KEYBOARD_LIMIT,
217,OSM_TOOLTIP_BUILT,
218,OSM_TOOLTIP_STAT,
219,TOB_CLIENT_NEXTREFRESH,
220,TOB_CLIENT_LASTPROGRESS,
221,DEADMAN_TIMER_PREVIOUS,
222,OSM_TLIDODGERS_UPDATE,
223,CHAT_BACKGROUND_INVISIBLE_TIMEOUT,
224,SNAPSHOT_REAL,
225,MAGIC_SPELLBOOK_TOOLTIP,
226,RECURRING_MEMBERSHIP,
227,TELENEXUS_COST_PANEL_ID,
228,SOCIAL_NETWORK_ACCOUNT,
229,DISPLAYNAME_LOOKUP,
230,POLL_QUESTION_00,
231,POLL_QUESTION_01,
232,POLL_QUESTION_02,
233,POLL_QUESTION_03,
234,POLL_QUESTION_04,
235,POLL_QUESTION_05,
236,POLL_QUESTION_06,
237,POLL_QUESTION_07,
238,POLL_QUESTION_08,
239,POLL_QUESTION_09,
240,POLL_QUESTION_10,
241,POLL_QUESTION_11,
242,POLL_QUESTION_12,
243,POLL_QUESTION_13,
244,POLL_QUESTION_14,
245,POLL_QUESTION_15,
246,POLL_QUESTION_16,
247,POLL_QUESTION_17,
248,POLL_QUESTION_18,
249,POLL_QUESTION_19,
250,POLL_QUESTION_20,
251,POLL_QUESTION_21,
252,POLL_QUESTION_22,
253,POLL_QUESTION_23,
254,POLL_QUESTION_24,
255,POLL_QUESTION_25,
256,POLL_QUESTION_26,
257,POLL_QUESTION_27,
258,POLL_QUESTION_28,
259,POLL_QUESTION_29,
260,POLL_QUESTION_30,
261,POLL_QUESTION_31,
262,POLL_QUESTION_32,
263,POLL_QUESTION_33,
264,POLL_QUESTION_34,
265,POLL_QUESTION_35,
266,POLL_QUESTION_36,
267,POLL_QUESTION_37,
268,POLL_QUESTION_38,
269,POLL_QUESTION_39,
270,POLL_QUESTION_40,
271,POLL_QUESTION_41,
272,POLL_QUESTION_42,
273,POLL_QUESTION_43,
274,POLL_QUESTION_44,
275,POLL_QUESTION_45,
276,POLL_QUESTION_46,
277,POLL_QUESTION_47,
278,POLL_QUESTION_48,
279,POLL_QUESTION_49,
280,POLL_QUESTION_50,
281,POLL_QUESTION_51,
282,POLL_QUESTION_52,
283,POLL_QUESTION_53,
284,POLL_QUESTION_54,
285,POLL_QUESTION_55,
286,POLL_QUESTION_56,
287,POLL_QUESTION_57,
288,POLL_QUESTION_58,
289,POLL_QUESTION_59,
290,POLL_QUESTION_60,
291,POLL_QUESTION_61,
292,POLL_QUESTION_62,
293,POLL_QUESTION_63,
294,POLL_QUESTION_64,
295,POLL_QUESTION_65,
296,POLL_QUESTION_66,
297,POLL_QUESTION_67,
298,POLL_QUESTION_68,
299,POLL_QUESTION_69,
300,POLL_QUESTION_70,
301,POLL_QUESTION_71,
302,POLL_QUESTION_72,
303,POLL_QUESTION_73,
304,POLL_QUESTION_74,
305,POLL_QUESTION_75,
306,POLL_QUESTION_76,
307,POLL_QUESTION_77,
308,POLL_QUESTION_78,
309,POLL_QUESTION_79,
310,POLL_QUESTION_80,
311,POLL_QUESTION_81,
312,POLL_QUESTION_82,
313,POLL_QUESTION_83,
314,POLL_QUESTION_84,
315,POLL_QUESTION_85,
316,POLL_QUESTION_86,
317,POLL_QUESTION_87,
318,POLL_QUESTION_88,
319,POLL_QUESTION_89,
320,POLL_QUESTION_90,
321,POLL_QUESTION_91,
322,POLL_QUESTION_92,
323,POLL_QUESTION_93,
324,POLL_QUESTION_94,
325,POLL_QUESTION_95,
326,POLL_QUESTION_96,
327,POLL_QUESTION_97,
328,POLL_QUESTION_98,
329,POLL_QUESTION_99,
330,TOB_CLIENT_NAME0,
331,TOB_CLIENT_NAME1,
332,TOB_CLIENT_NAME2,
333,TOB_CLIENT_NAME3,
334,TOB_CLIENT_NAME4,
335,CHATINPUT,
336,CHATOUT0,
337,CHATOUT1,
338,CHATOUT2,
339,CHATOUT3,
340,CHATOUT4,
341,CHATOUT5,
342,CHATOUT6,
343,CHATOUT7,
344,CHATOUT8,
345,CHATOUT9,
346,CHATOUT10,
347,CHATOUT11,
348,CHATOUT12,
349,CHATOUT13,
350,CHATOUT14,
351,CHATOUT15,
352,CHATOUT16,
353,CHATOUT17,
354,CHATOUT18,
355,CHATOUT19,
356,LAST_PM_RECEIVED_SENDER,
357,TRADEPARTNER,
358,AUTOTYPER,
359,MESLAYERINPUT,
360,FRIENDTOMESSAGE,
361,LAST_NAMEDIALOG,
362,LAST_FRIENDSCHATJOIN,
363,WORLDMAP_SEARCH,
364,SPECTATOR_NAME,
365,DEADMAN_LOOT_VALUE0,
366,DEADMAN_LOOT_VALUE1,
367,DEADMAN_LOOT_VALUE2,
368,DEADMAN_LOOT_VALUE3,
369,DEADMAN_LOOT_VALUE4,
370,SNAPSHOT_NAME,
371,LAST_MACRO_NAME,
372,BUGREPORT_DESC,
373,BUGREPORT_REPRO,
374,SEED_VAULT_BUILT,
375,CLOCK_LAST_UPDATE,
376,SEED_VAULT_SCROLLPOS,
377,POH_BOARD_COUNT,
378,POH_BOARD_SCROLL,
379,POH_BOARD_LISTSORT,
380,VIKINGEXILE_PUZZLE_ATTEMPTS_CHECK,
381,OSM_DEADSIDES,
382,BUFF_BAR_TOOLTIP,
383,ALL_CHAT_CLEARED_TIME,
384,BUFF_BAR_DODGER_UPDATE,
385,LEAGUE_PROGRESS_BAR_TOOLTIP,
386,BANK_WORNMODE,
387,NOTIFICATION_TITLE,
388,NOTIFICATION_MAIN,
389,NOTIFICATION_HEIGHT,
390,NOTIFICATION_WIDTH,
391,NOTIFICATION_STAGE,
392,NOTIFICATION_DELAY,
393,STORED_SPELL,
394,HPBAR_FADE_STATUS,
395,GRAVESTONE_WIDTH,
396,GRAVESTONE_HEIGHT,
397,GRAVESTONE_X,
398,GRAVESTONE_Y,
399,GRAVESTONE_TRANSMIT_FEE,
400,GRAVESTONE_TRANSMIT_COFFER,
401,WORLDMAP_GRAVESTONE,
402,REMOVEROOF_OVERRIDE,
403,BEEKEEPER_LID_X,
404,BEEKEEPER_LID_Y,
405,BEEKEEPER_LID_Z,
406,BEEKEEPER_UPPERMIDDLE_X,
407,BEEKEEPER_UPPERMIDDLE_Y,
408,BEEKEEPER_UPPERMIDDLE_Z,
409,BEEKEEPER_LOWERMIDDLE_X,
410,BEEKEEPER_LOWERMIDDLE_Y,
411,BEEKEEPER_LOWERMIDDLE_Z,
412,BEEKEEPER_LEGS_X,
413,BEEKEEPER_LEGS_Y,
414,BEEKEEPER_LEGS_Z,
415,NOTIFICATION_COL,
416,SETTINGS_SHOW_MORE,
417,SETTINGS_SEARCH_STRING,
418,SETTINGS_MAX_HEIGHT,
419,POH_ROOMPOS_34,
420,SANDWICH_LADY_MODEL_0_Y,
421,SANDWICH_LADY_MODEL_0_Z,
422,SANDWICH_LADY_MODEL_1_Y,
423,SANDWICH_LADY_MODEL_1_Z,
424,SANDWICH_LADY_MODEL_2_Y,
425,SANDWICH_LADY_MODEL_2_Z,
426,SANDWICH_LADY_MODEL_3_Y,
427,SANDWICH_LADY_MODEL_3_Z,
428,SANDWICH_LADY_MODEL_4_Y,
429,SANDWICH_LADY_MODEL_4_Z,
430,SANDWICH_LADY_MODEL_5_Y,
431,SANDWICH_LADY_MODEL_5_Z,
432,SANDWICH_LADY_MODEL_6_Y,
433,SANDWICH_LADY_MODEL_6_Z,
434,REMOVEROOF_OVERRIDE_CHECK,
435,DISPLAYNAME_INPUT_LISTENING,
436,DISPLAYNAME_INPUT,
437,DISPLAYNAME_INPUT_LAST,
438,CHAT_ALERT_FRIENDSCHAT,
439,FRIENDSCHAT_CLEARED_TIME,
440,CLAN_CHAT_CLEARED_TIME,
441,CLAN_LASTCLANSEARCH_00,
442,CLAN_LASTCLANSEARCH_01,
443,CLAN_LASTCLANSEARCH_02,
444,CLAN_LASTCLANSEARCH_03,
445,CLAN_LASTCLANSEARCH_04,
446,CLAN_LASTCLANSEARCH_05,
447,CLAN_LASTCLANSEARCH_06,
448,CLAN_LASTCLANSEARCH_07,
449,CLAN_LASTCLANSEARCH_08,
450,CLAN_LASTCLANSEARCH_09,
451,CLAN_LASTCLANSEARCH_10,
452,CLAN_LASTCLANSEARCH_11,
453,CLAN_BOARD_SORT,
454,CLAN_BUTTON_PRESSED,
455,CLAN_PIANO_LAST_KEY_TIME,
456,CLAN_MEMBERS_COMLEVELS,
457,CLAN_MEMBERS_SKILLTOTALS,
458,CLAN_CREATE_NAME,
459,SETTINGS_COLOUR_PALLET_SELECTED,
460,DBG_STAT_BOOSTS_HUD_DEBUG_ENABLED,
461,SBH_RESTORE_UP_RATE_STANDARD,
462,SBH_CYCLES_TO_NEXT_RESTORE_UP_STANDARD,
463,SBH_LAST_UPDATE_TIME_RESTORE_UP_STANDARD,
464,SBH_RESTORE_UP_RATE_RAPIDRESTORE,
465,SBH_CYCLES_TO_NEXT_RESTORE_UP_RAPIDRESTORE,
466,SBH_LAST_UPDATE_TIME_RESTORE_UP_RAPIDRESTORE,
467,SBH_RESTORE_UP_RATE,
468,SBH_CYCLES_TO_NEXT_RESTORE_UP,
469,SBH_LAST_UPDATE_TIME_RESTORE_UP,
470,SBH_RESTORE_DOWN_RATE,
471,SBH_CYCLES_TO_NEXT_RESTORE_DOWN,
472,SBH_LAST_UPDATE_TIME_RESTORE_DOWN,
473,LAST_HEALTH_REGEN_SYNCH,
474,LAST_SPEC_REGEN_SYNCH,
475,BUFF_SIRE_STUN_START,
476,BUFF_PLAYER_FROZEN_TIME,
477,BUFF_SOTD_SPECIAL_START,
478,BUFF_VENGEANCE_CAST_START,
479,BUFF_IMBUED_HEART_START,
480,BUFF_DRAGONFIRE_SHIELD_START,
481,BUFF_STAMINA_POTION_START,
482,BUFF_PRAYER_ENHANCE_START,
483,BUFF_OVERLOAD_START,
484,BUFF_ANTIFIRE_START,
485,BUFF_SUPER_ANTIFIRE_START,
486,BUFF_ANTIPOISON_START,
487,BUFF_CHARGE_START,
488,BUFF_MAGIC_IMBUE_START,
489,BUFF_GWD_ALTAR_START,
490,DODGER_HUD_TO_DODGE,
491,DODGER_TRACKER,
492,HELPER_GENERIC_CURRENT_WIDTH,
493,HELPER_GENERIC_CURRENT_HEIGHT,
494,HELPER_GENERIC_CURRENT_ID,
495,HELPER_GENERIC_TYPE_1,
496,HELPER_GENERIC_STRING_1,
497,HELPER_GENERIC_TYPE_2,
498,HELPER_GENERIC_STRING_2,
499,HELPER_GENERIC_TYPE_3,
500,HELPER_GENERIC_STRING_3,
501,HELPER_GENERIC_TYPE_4,
502,HELPER_GENERIC_STRING_4,
503,HELPER_GENERIC_TYPE_5,
504,HELPER_GENERIC_STRING_5,
505,HELPER_GENERIC_TYPE_6,
506,HELPER_GENERIC_STRING_6,
507,HELPER_GENERIC_TYPE_7,
508,HELPER_GENERIC_STRING_7,
509,HELPER_GENERIC_TYPE_8,
510,HELPER_GENERIC_STRING_8,
511,HELPER_GENERIC_TYPE_9,
512,HELPER_GENERIC_STRING_9,
513,HELPER_GENERIC_TYPE_10,
514,HELPER_GENERIC_STRING_10,
515,BUFF_CORRUPTION_START,
516,BUFF_MARK_OF_DARKNESS_START,
517,BUFF_SHADOW_VEIL_COOLDOWN_START,
518,BUFF_SHADOW_VEIL_ACTIVE_START,
519,BUFF_DEATH_CHARGE_COOLDOWN_START,
520,BUFF_DEATH_CHARGE_ACTIVE_START,
521,BUFF_WARD_OF_ARCEUUS_COOLDOWN_START,
522,BUFF_WARD_OF_ARCEUUS_ACTIVE_START,
523,BUFF_RESURRECTION_COOLDOWN_START,
524,BUFF_RESURRECTION_ACTIVE_START,
525,DODGER_HUD_TO_DODGE_ALIGN,
526,ACCOUNT_SUMMARY_PLAYTIME,
527,CA_SEARCH_STRING,
528,CA_CTRL_HIT,
529,CA_BOSS_SCROLLPOS,
530,SBH_RESTORE_UP_BAR_ID,
531,SBH_RESTORE_DOWN_BAR_ID,
532,HELPER_AGILITY_COURSE_START_TIME,
533,HELPER_AGILITY_LAPS_COMPLETED,
534,HELPER_AGILITY_LAPS_UNTIL_LEVEL,
535,HELPER_AGILITY_LAPS_PER_HOUR,
536,HELPER_AGILITY_XP_GAINED,
537,HELPER_AGILITY_COURSE_DRAWN,
538,HELPER_AGILITY_NEXT_LEVEL,
539,HELPER_AGILITY_LAP_XP,
540,HELPER_GENERIC_TYPE_11,
541,HELPER_GENERIC_STRING_11,
542,HELPER_GENERIC_TYPE_12,
543,HELPER_GENERIC_STRING_12,
544,HELPER_GENERIC_TYPE_13,
545,HELPER_GENERIC_STRING_13,
546,HELPER_GENERIC_TYPE_14,
547,HELPER_GENERIC_STRING_14,
548,HELPER_GENERIC_TYPE_15,
549,HELPER_GENERIC_STRING_15,
550,NEX_OVERLAY_FADE,
551,SBH_HAS_BOOSTED_STATS,
552,LOGOUT_NOTIFICATION_SENT,
553,MOUSEOVER_NPC_UID,
554,MOUSEOVER_NPC_CREATIONCYCLE,
555,MOUSEOVER_LOC_TYPE,
556,MOUSEOVER_LOC_COORD,
557,MOUSEOVER_OBJ_TYPE,
558,MOUSEOVER_OBJ_COORD,
559,MOUSEOVER_PLAYER_NAME,
560,HELPER_GENERIC_MASK,
561,XPTRACKER_CURRENT_ID,
562,XPTRACKER_CURRENT_Y,
563,XPTRACKER_DRAG_ID,
564,XPTRACKER_PLAYER_NAME,
565,XPTRACKER_HAS_CHECKED_LOGIN,
566,XPTRACKER_NEEDS_VAR_RESET,
567,XPTRACKER_INIT,
568,XPTRACKER_LAST_HP,
569,XPTRACKER_LAST_COMBAT_STYLE,
570,XPTRACKER_POSITION_OVERALL,
571,XPTRACKER_POSITION_ATTACK,
572,XPTRACKER_POSITION_STRENGTH,
573,XPTRACKER_POSITION_DEFENCE,
574,XPTRACKER_POSITION_RANGED,
575,XPTRACKER_POSITION_PRAYER,
576,XPTRACKER_POSITION_MAGIC,
577,XPTRACKER_POSITION_RUNECRAFT,
578,XPTRACKER_POSITION_CONSTRUCTION,
579,XPTRACKER_POSITION_HITPOINTS,
580,XPTRACKER_POSITION_AGILITY,
581,XPTRACKER_POSITION_HERBLORE,
582,XPTRACKER_POSITION_THIEVING,
583,XPTRACKER_POSITION_CRAFTING,
584,XPTRACKER_POSITION_FLETCHING,
585,XPTRACKER_POSITION_SLAYER,
586,XPTRACKER_POSITION_HUNTER,
587,XPTRACKER_POSITION_MINING,
588,XPTRACKER_POSITION_SMITHING,
589,XPTRACKER_POSITION_FISHING,
590,XPTRACKER_POSITION_COOKING,
591,XPTRACKER_POSITION_FIREMAKING,
592,XPTRACKER_POSITION_WOODCUTTING,
593,XPTRACKER_POSITION_FARMING,
594,XPTRACKER_STARTXP_OVERALL,
595,XPTRACKER_STARTXP_ATTACK,
596,XPTRACKER_STARTXP_STRENGTH,
597,XPTRACKER_STARTXP_DEFENCE,
598,XPTRACKER_STARTXP_RANGED,
599,XPTRACKER_STARTXP_PRAYER,
600,XPTRACKER_STARTXP_MAGIC,
601,XPTRACKER_STARTXP_RUNECRAFT,
602,XPTRACKER_STARTXP_CONSTRUCTION,
603,XPTRACKER_STARTXP_HITPOINTS,
604,XPTRACKER_STARTXP_AGILITY,
605,XPTRACKER_STARTXP_HERBLORE,
606,XPTRACKER_STARTXP_THIEVING,
607,XPTRACKER_STARTXP_CRAFTING,
608,XPTRACKER_STARTXP_FLETCHING,
609,XPTRACKER_STARTXP_SLAYER,
610,XPTRACKER_STARTXP_HUNTER,
611,XPTRACKER_STARTXP_MINING,
612,XPTRACKER_STARTXP_SMITHING,
613,XPTRACKER_STARTXP_FISHING,
614,XPTRACKER_STARTXP_COOKING,
615,XPTRACKER_STARTXP_FIREMAKING,
616,XPTRACKER_STARTXP_WOODCUTTING,
617,XPTRACKER_STARTXP_FARMING,
618,XPTRACKER_LASTXP_OVERALL,
619,XPTRACKER_LASTXP_ATTACK,
620,XPTRACKER_LASTXP_STRENGTH,
621,XPTRACKER_LASTXP_DEFENCE,
622,XPTRACKER_LASTXP_RANGED,
623,XPTRACKER_LASTXP_PRAYER,
624,XPTRACKER_LASTXP_MAGIC,
625,XPTRACKER_LASTXP_RUNECRAFT,
626,XPTRACKER_LASTXP_CONSTRUCTION,
627,XPTRACKER_LASTXP_HITPOINTS,
628,XPTRACKER_LASTXP_AGILITY,
629,XPTRACKER_LASTXP_HERBLORE,
630,XPTRACKER_LASTXP_THIEVING,
631,XPTRACKER_LASTXP_CRAFTING,
632,XPTRACKER_LASTXP_FLETCHING,
633,XPTRACKER_LASTXP_SLAYER,
634,XPTRACKER_LASTXP_HUNTER,
635,XPTRACKER_LASTXP_MINING,
636,XPTRACKER_LASTXP_SMITHING,
637,XPTRACKER_LASTXP_FISHING,
638,XPTRACKER_LASTXP_COOKING,
639,XPTRACKER_LASTXP_FIREMAKING,
640,XPTRACKER_LASTXP_WOODCUTTING,
641,XPTRACKER_LASTXP_FARMING,
642,XPTRACKER_UPDATED_OVERALL,
643,XPTRACKER_UPDATED_ATTACK,
644,XPTRACKER_UPDATED_STRENGTH,
645,XPTRACKER_UPDATED_DEFENCE,
646,XPTRACKER_UPDATED_RANGED,
647,XPTRACKER_UPDATED_PRAYER,
648,XPTRACKER_UPDATED_MAGIC,
649,XPTRACKER_UPDATED_RUNECRAFT,
650,XPTRACKER_UPDATED_CONSTRUCTION,
651,XPTRACKER_UPDATED_HITPOINTS,
652,XPTRACKER_UPDATED_AGILITY,
653,XPTRACKER_UPDATED_HERBLORE,
654,XPTRACKER_UPDATED_THIEVING,
655,XPTRACKER_UPDATED_CRAFTING,
656,XPTRACKER_UPDATED_FLETCHING,
657,XPTRACKER_UPDATED_SLAYER,
658,XPTRACKER_UPDATED_HUNTER,
659,XPTRACKER_UPDATED_MINING,
660,XPTRACKER_UPDATED_SMITHING,
661,XPTRACKER_UPDATED_FISHING,
662,XPTRACKER_UPDATED_COOKING,
663,XPTRACKER_UPDATED_FIREMAKING,
664,XPTRACKER_UPDATED_WOODCUTTING,
665,XPTRACKER_UPDATED_FARMING,
666,XPTRACKER_TIMETRAINED_OVERALL,
667,XPTRACKER_TIMETRAINED_ATTACK,
668,XPTRACKER_TIMETRAINED_STRENGTH,
669,XPTRACKER_TIMETRAINED_DEFENCE,
670,XPTRACKER_TIMETRAINED_RANGED,
671,XPTRACKER_TIMETRAINED_PRAYER,
672,XPTRACKER_TIMETRAINED_MAGIC,
673,XPTRACKER_TIMETRAINED_RUNECRAFT,
674,XPTRACKER_TIMETRAINED_CONSTRUCTION,
675,XPTRACKER_TIMETRAINED_HITPOINTS,
676,XPTRACKER_TIMETRAINED_AGILITY,
677,XPTRACKER_TIMETRAINED_HERBLORE,
678,XPTRACKER_TIMETRAINED_THIEVING,
679,XPTRACKER_TIMETRAINED_CRAFTING,
680,XPTRACKER_TIMETRAINED_FLETCHING,
681,XPTRACKER_TIMETRAINED_SLAYER,
682,XPTRACKER_TIMETRAINED_HUNTER,
683,XPTRACKER_TIMETRAINED_MINING,
684,XPTRACKER_TIMETRAINED_SMITHING,
685,XPTRACKER_TIMETRAINED_FISHING,
686,XPTRACKER_TIMETRAINED_COOKING,
687,XPTRACKER_TIMETRAINED_FIREMAKING,
688,XPTRACKER_TIMETRAINED_WOODCUTTING,
689,XPTRACKER_TIMETRAINED_FARMING,
690,XPTRACKER_PAUSED_OVERALL,
691,XPTRACKER_PAUSED_ATTACK,
692,XPTRACKER_PAUSED_STRENGTH,
693,XPTRACKER_PAUSED_DEFENCE,
694,XPTRACKER_PAUSED_RANGED,
695,XPTRACKER_PAUSED_PRAYER,
696,XPTRACKER_PAUSED_MAGIC,
697,XPTRACKER_PAUSED_RUNECRAFT,
698,XPTRACKER_PAUSED_CONSTRUCTION,
699,XPTRACKER_PAUSED_HITPOINTS,
700,XPTRACKER_PAUSED_AGILITY,
701,XPTRACKER_PAUSED_HERBLORE,
702,XPTRACKER_PAUSED_THIEVING,
703,XPTRACKER_PAUSED_CRAFTING,
704,XPTRACKER_PAUSED_FLETCHING,
705,XPTRACKER_PAUSED_SLAYER,
